100000 100000
2 22580 56457
1 28932 62739
3 90316 40568
2 26034 9544
3 57368 9823
3 95744 59215
2 24492 78269
3 98434 41818
3 52702 75220
2 8683 14595
3 33525 64978
3 36044 88513
1 90835 24823
1 75299 15726
1 56369 49139
3 25187 39614
2 88276 88740
3 78010 43677
2 34926 9997
1 49125 24071
3 50258 15874
1 44920 77538
2 56521 95424
2 3874 93033
3 97272 38215
2 41787 6895
3 28633 3836
2 24067 3796
1 80141 66726
1 85310 94414
1 22802 87879
1 68589 50366
1 79095 73018
3 96464 8000
3 66309 47066
3 50096 40773
3 66236 51404
2 30740 7623
2 28178 19090
1 38594 8609
1 225 34569
3 57804 71061
2 27043 30994
1 89347 3640
2 55490 78332
1 1125 40584
1 54687 76419
1 26504 86927
2 16994 69607
1 37615 6073
3 61860 44432
2 73477 24920
2 66924 77307
1 64324 64370
2 62495 19007
3 41333 12207
1 6486 32119
1 61762 67631
2 29348 31329
3 54282 87679
2 58219 36166
1 37926 75593
3 92180 19894
1 46958 96291
3 22411 20251
3 15123 83213
3 29092 19580
2 80949 9095
1 54689 75002
2 71427 41509
1 69669 28597
3 93774 68595
1 46942 33424
3 39595 98985
3 23163 54948
2 41253 95670
3 39689 81609
2 3559 15636
3 64165 48025
3 60164 63191
1 31969 5527
1 58832 55972
3 34673 66755
3 56215 57345
3 5478 53342
3 14352 19668
2 11161 81108
2 17098 24356
2 50797 55694
3 64611 47666
3 11175 68430
2 97984 14575
2 13490 87610
2 99203 3348
2 68688 93248
1 58611 10975
2 66434 87880
2 63979 7267
2 18728 60366
3 15476 20988
2 42914 97243
2 50047 63430
1 6513 85281
1 45985 62904
3 60679 53900
2 7142 2052
3 99678 59672
2 49214 92430
3 19896 38956
1 76387 46358
1 68674 42447
3 71931 40602
1 60879 21042
3 84232 85811
1 96540 45820
3 4350 28443
3 25221 94674
2 51568 35588
2 62251 55032
2 72469 80659
2 44626 55329
1 94937 53124
3 21430 30838
3 95015 37804
2 96536 58123
1 27795 84994
2 23394 15926
1 48135 27989
3 75011 89106
3 15526 54008
1 16317 51982
3 63804 20226
2 42581 62637
2 32421 28256
1 79412 60073
2 83642 62516
1 8238 53379
1 94583 15019
3 61763 95996
2 3330 99523
2 35459 64446
3 5072 22157
1 27593 83594
2 77813 69602
3 99700 65015
1 27307 32813
1 1142 33657
1 18448 59524
3 59063 35048
2 86553 4081
1 99471 38898
3 52486 73815
2 54901 12639
3 89778 94630
3 17502 59514
3 21946 43142
2 9480 69018
2 21130 5248
3 39470 56661
1 44192 81687
2 41593 41846
2 45940 12261
3 78463 87119
1 72532 19258
2 49408 99099
1 16297 14382
2 80838 85207
2 98129 17262
3 48538 81500
3 99743 91028
3 73195 45449
2 23204 70911
3 88486 82079
3 80240 43374
2 17068 52723
2 84656 88369
2 98595 59283
1 88520 75739
3 26066 18424
1 20959 68165
3 95404 33806
2 28397 21499
1 45301 20339
1 10635 39584
2 17429 69278
1 44795 74644
3 87365 23195
3 22036 18408
2 18701 83176
1 94362 76340
2 91316 86181
3 44276 85301
2 25253 14076
2 28917 86439
1 33941 83275
3 81928 40434
1 98086 17411
2 62443 70079
3 14851 52761
1 76463 50959
2 69356 36736
2 13708 6845
1 62553 46095
1 83008 70899
3 58580 24982
1 43510 27094
2 90534 70323
3 49314 46045
3 72153 12714
2 23262 38104
3 43909 60805
2 67861 15646
2 53068 56449
3 54681 27693
1 95840 30299
2 69016 56501
3 48036 19415
1 99543 68622
1 4234 38097
2 94365 86936
3 95961 90139
3 54636 86450
1 41806 5031
2 64325 31573
3 40574 6163
2 92484 73910
3 68037 87394
3 37457 24205
2 63504 31502
1 28475 45952
1 83718 91597
3 5489 2218
3 34232 29132
3 91326 3462
1 11589 56872
3 80273 23905
2 22625 69246
1 1561 30775
2 11275 57727
3 87389 30783
1 72171 19285
1 54920 25849
1 59747 66633
3 90661 866
3 5622 49914
3 87230 55644
3 18991 21302
1 58613 57007
1 17111 66875
2 51635 11206
1 82952 71143
3 88021 73600
2 54505 33457
2 1556 71324
3 99127 20041
3 52923 238
1 50956 38026
3 82644 67659
2 99679 42175
1 40065 74881
3 5667 13329
2 98229 54930
3 65502 29583
1 82713 26911
2 87044 64145
3 85603 62336
2 72254 86299
2 21432 29163
1 5761 39137
1 79166 84165
3 12192 73979
3 34751 24851
3 74909 52623
3 88660 32442
2 64415 42488
2 37383 50029
3 19883 17823
3 18014 19263
1 21620 57388
2 66019 35052
1 74755 35618
1 68128 31532
3 24666 39295
3 93511 42781
2 27821 40362
3 73190 78669
2 39506 81821
2 11686 60610
3 96151 38770
2 34164 89241
3 3712 70608
1 35702 24015
2 16763 90150
3 74347 78537
3 91960 37238
3 56069 37723
1 38817 75349
1 86217 91371
3 42195 80651
2 65966 62693
2 76188 61968
1 50186 5850
3 48931 90905
1 88364 40418
1 21413 89499
1 17536 78474
1 38661 94509
3 89077 55042
1 8609 53983
3 84361 14156
3 68708 70433
1 32499 84857
1 32781 75089
3 85588 5444
2 27653 42138
2 67082 91345
2 47403 79443
3 82285 24033
2 6909 96412
2 88775 93097
2 14123 9469
2 35068 37277
3 61047 87918
2 82010 35003
2 77625 46716
3 22563 61109
2 73565 21445
3 82381 86876
2 37959 83023
3 50123 35021
3 59070 34629
1 54045 97605
2 96203 90545
2 3088 45775
1 66466 16611
3 28240 93308
3 86880 57056
2 99840 94703
1 20667 4195
2 3293 90493
1 71456 24843
1 20637 34085
2 33197 6636
1 76007 28594
2 33645 82001
2 71071 506
3 50437 25237
2 20342 30410
2 49713 29547
1 52022 94911
3 87579 83286
1 26969 6134
1 91913 13104
3 48602 44300
3 50549 23960
2 66204 31692
3 15518 4678
1 49599 21167
3 34740 53956
1 615 59002
3 18421 70759
3 8940 9708
2 29882 87082
1 16504 48614
1 28822 94300
2 52070 32784
2 209 31884
1 15100 98191
2 87403 11964
1 71401 54208
3 98100 96312
1 97735 28790
2 66895 95457
1 65552 63000
1 74050 35077
2 90715 42190
2 78618 40095
2 83598 7731
1 14685 12180
2 57388 61262
3 77491 80850
2 97995 47987
3 93244 58240
3 31980 6716
2 35891 94212
1 21173 9815
3 37572 98105
2 62570 30511
1 41193 75119
3 78684 17967
3 24311 43980
3 49474 76088
2 70381 1482
3 83929 98114
3 69982 83401
3 23705 74784
2 2986 96401
1 83033 31318
3 79879 51677
2 59291 77599
3 85083 62176
3 31677 48047
1 55709 33813
3 74699 82839
1 95059 43682
1 80056 20957
3 35438 89536
2 21628 8616
3 30860 21476
3 2978 76659
3 33923 92372
2 21479 5588
1 61679 56561
3 45602 50626
3 12143 82077
3 50967 19558
1 61118 62339
2 28207 26925
1 3694 31482
2 76759 95918
3 47358 15136
3 81302 21750
1 39880 12978
2 65321 66230
1 2488 73727
3 28163 24456
3 70019 82138
2 17210 5614
1 83683 12507
1 18510 4601
1 64710 8497
1 95218 80940
1 222 27457
3 63838 12306
1 77038 2490
2 2558 70078
2 79228 44232
2 36971 57999
2 33170 67846
1 8223 98471
1 26821 23293
2 89778 84107
2 55347 79995
3 35071 43450
1 20057 63643
3 64614 15489
2 72702 12733
2 79091 33697
3 44276 40151
1 63827 76632
1 93521 22346
3 78707 56887
3 48671 16917
2 69957 67498
2 14376 4104
1 81263 4133
2 99817 49443
1 38168 60783
1 34082 27052
1 70593 82176
3 59938 40665
3 61446 43178
1 34147 48199
3 85486 9022
1 21710 14020
2 78373 19491
1 93714 81105
1 76715 92291
3 89462 1948
3 20005 5923
1 31235 33256
3 57381 53199
3 30950 46753
3 16690 93873
2 21451 59923
3 25286 87359
2 13654 61040
2 69422 65957
1 52933 31211
3 32312 42547
1 60739 48488
2 28294 36712
3 27982 30175
2 66885 45709
1 26206 72511
1 17554 51386
1 99159 41275
3 10260 2689
2 65005 46789
2 31045 47074
2 92508 26086
1 3223 52193
3 66688 64224
1 1284 49374
2 53774 61192
3 12402 23112
1 76825 47090
1 58868 79127
2 18537 77671
3 8957 63267
2 12423 49001
2 22518 37260
3 6327 68077
3 97216 4335
1 87751 36139
3 39987 14063
2 61239 34857
2 67301 91102
3 99678 85836
3 57779 16564
3 37116 86799
2 67994 2330
1 64361 53350
1 18625 81274
3 45489 22430
1 23821 41669
3 87310 39821
3 50582 28041
1 25163 90372
3 8756 95968
3 73905 17975
3 6546 72348
3 93827 75803
1 70084 38088
1 51706 99013
2 6613 11901
2 98270 66096
3 53331 54448
3 85777 81870
2 8052 23524
1 33464 4153
2 5473 73048
3 33866 49349
3 34213 70683
1 66331 98686
3 41292 94096
2 35330 46688
1 53601 41759
3 67844 58883
2 65650 66852
3 65882 33148
1 43476 17899
1 72927 41677
2 26578 68969
3 95997 72548
2 31554 79466
3 55583 42186
3 56798 15233
3 50314 22660
3 81431 29495
3 54118 94096
1 99238 41974
3 65202 10692
2 91405 13451
2 27794 59842
3 84861 44436
2 57413 71260
3 22081 24952
2 51456 15833
1 88320 41831
1 22276 68556
2 98368 26723
1 47837 58815
1 42410 97017
3 23326 81805
2 64161 32065
3 43116 56597
3 99586 82354
2 55973 58321
2 68312 92895
3 68059 4956
3 25981 95387
2 11712 53638
3 11176 67144
1 99199 73579
1 34792 38454
1 97580 14115
2 54835 84768
1 58474 33016
1 88944 2650
2 76587 12390
1 4481 78430
3 7061 42215
2 99872 45424
1 15344 42930
3 26920 28421
3 21648 92047
1 9562 18094
1 61768 28348
3 66208 92596
3 50634 86317
3 60599 29018
2 90538 98228
1 99623 87102
3 93279 17125
1 44458 22339
1 77416 92679
1 2742 51583
3 19033 40277
2 98560 27463
1 3172 60364
1 14279 77241
2 96585 69918
2 20516 20926
1 9398 65494
3 89903 60234
2 62290 93986
2 91375 34613
2 11585 46718
1 89235 87947
3 82718 83038
1 99950 75032
1 35523 37256
1 7382 32862
2 28162 39841
3 15020 37721
1 84067 72507
3 55452 64102
3 3364 41576
3 546 20624
2 46753 16919
2 33090 74514
2 45604 80045
1 27835 66034
1 26925 22676
1 30286 28033
1 75212 52422
1 3891 47503
1 80302 94242
1 88725 29104
2 4142 19817
1 20430 56197
2 12045 9189
2 64304 56128
2 60072 27925
3 98160 14236
3 98481 45632
3 35494 62109
1 48397 13665
2 68924 31230
3 53231 26975
1 55533 22267
1 29779 35046
3 93541 69510
2 98835 22235
1 84566 54536
2 22238 88565
1 97602 57679
1 60993 36752
2 99944 13662
1 39096 18900
3 36186 22629
2 59466 28355
1 72056 65774
1 9079 34005
2 86976 20491
3 3200 46727
1 18675 96152
2 7433 12802
3 53073 92716
3 14847 21790
3 24099 47365
2 28628 3478
3 7952 31407
2 18963 11895
1 53737 78908
3 35766 84242
1 55044 49143
1 90581 5088
3 54236 19280
1 27376 51194
1 50030 9870
1 41114 46749
2 7789 18102
3 31654 22153
3 6345 12626
2 39797 22704
3 62350 32904
3 9114 4919
3 63239 80316
1 89935 91749
3 82784 9614
2 14832 19832
2 73922 78572
1 46443 83149
3 880 93121
2 15936 95673
3 73781 99485
2 87398 9028
2 79461 9349
2 81280 2501
1 7421 43119
2 24222 43669
2 46888 28182
3 40740 41645
1 53696 96027
2 49687 22551
2 19465 55252
3 77847 70279
1 75624 18435
2 82648 17298
3 38144 273
2 44028 47167
3 14865 70577
3 33257 19107
1 46079 97198
2 23501 66096
2 3226 75466
2 87369 17958
2 71436 66084
1 59156 11102
3 39256 16284
2 42260 19350
2 31168 75371
3 83648 11442
3 68511 14627
2 9431 20776
3 38247 36582
1 60151 74569
2 772 32802
2 83919 31033
1 45315 76030
1 22687 97598
1 18365 79599
3 54288 30527
3 72646 64626
2 7177 34806
3 88436 55083
2 51236 61913
3 65028 97220
1 33386 42046
1 90421 89608
1 39565 93070
1 78386 25748
3 26433 6262
2 4147 48168
1 57063 79661
1 81313 1494
1 88458 15687
3 39562 20247
3 86966 90473
2 75095 6987
2 49382 92663
2 18303 91978
2 36476 41444
3 15698 30681
1 9357 6569
3 20668 75592
3 30704 8382
3 46343 1100
3 95843 41652
1 89142 48974
3 17768 3226
1 96734 12955
1 83515 53440
2 15233 86084
3 68483 4378
1 85409 29026
1 93061 38872
2 98436 41948
3 43934 90205
2 26666 28223
1 70520 12177
1 21076 73548
2 26389 93086
1 4852 80015
2 84645 70439
3 49026 58613
2 48531 97859
3 77426 53267
2 62683 75420
3 75541 4925
1 3395 96101
3 32401 46849
1 60172 21339
3 77645 41335
3 59574 58993
3 63922 617
2 92079 63553
2 41374 8882
1 64627 19551
1 34670 7951
3 4343 6842
3 96515 39017
2 85578 52400
2 14511 33254
2 22560 24102
1 94482 86894
1 57717 33437
3 70993 80589
2 78046 89474
1 40669 36052
2 34702 15606
1 15224 82451
3 1074 75303
2 91809 42487
1 19441 82150
1 19757 80217
2 57844 28192
3 50803 97395
2 19647 43892
2 48109 29537
3 44753 72142
2 13677 69755
1 43364 62524
1 92505 43161
3 54432 98704
3 80098 76195
3 12704 9848
1 60448 44626
2 37671 4012
1 46238 24016
1 14430 72823
1 25531 80998
3 98587 92534
3 82995 23640
3 24633 4643
1 39423 78724
3 24202 72078
1 78734 57582
3 20518 3087
1 32190 4252
2 99856 26135
1 32974 43233
2 39209 21936
3 4553 71734
2 90584 31893
3 9658 35722
3 77292 42371
3 61250 40713
3 45899 73996
1 82183 64006
2 73416 93798
3 31136 41109
3 88038 40499
2 26751 19459
1 3043 39793
3 264 50158
3 2007 86079
3 7833 81439
3 31254 55357
1 72585 43240
1 4080 36673
2 94429 35584
1 65770 37212
1 50852 76393
2 38161 98971
3 72260 8920
1 37476 18824
1 67728 42879
3 12093 30310
3 80303 68179
1 94832 70178
2 82917 95191
3 29410 57060
1 81678 43564
2 97426 12118
2 38475 18703
3 64947 16960
2 68570 45557
1 29078 10321
2 97718 42558
3 44495 13214
1 12679 52364
2 39286 20501
1 78943 38331
3 45570 62889
2 86006 42528
1 84698 87321
3 27634 36583
1 89841 67320
2 63343 52425
1 87974 34897
2 27226 89625
1 2006 28248
2 1022 81663
1 25416 51060
3 98943 91106
3 12442 93641
3 12092 18790
1 14067 7668
1 61370 51978
2 34235 67228
3 52087 96804
1 4758 54761
2 28542 830
2 14219 75406
3 91838 29864
1 77608 22974
2 54980 49132
3 42361 11361
2 84404 91967
3 33849 68874
2 65124 68053
3 27106 33177
3 51251 72274
1 81247 60635
3 24229 76164
3 75718 36394
1 60960 37853
3 76822 43105
2 65350 44219
3 86214 4104
2 34706 98550
3 81641 47607
2 76361 27584
3 82156 29950
3 96105 45280
1 43016 84043
1 96741 33059
3 7987 95131
2 6242 33655
1 47489 68983
2 73316 89545
1 93497 332
2 74237 33101
2 48758 32965
3 72084 34209
2 30195 56306
3 66251 94041
1 1520 49910
2 21188 46359
1 57234 83001
3 6038 99638
2 16350 28056
3 56888 4305
3 87802 53976
1 67872 75784
2 183 63443
3 74064 27324
1 66163 86034
2 49064 22161
3 93694 63585
3 74973 57549
2 79806 51700
2 9857 44796
3 46353 97678
3 85666 46896
3 67747 19595
1 37673 90574
1 78659 11807
3 54940 98826
1 4715 61268
2 24719 59950
3 80082 63421
2 8115 56030
3 98343 72189
2 48664 34792
2 11705 7126
1 43819 67341
1 44439 81094
3 91972 10722
2 6626 88515
3 72772 39860
3 62678 25367
1 92099 94605
3 26954 21823
1 64804 34567
1 6988 73444
1 46829 64372
2 14648 23211
3 53552 99170
1 69944 56625
2 93557 49174
3 51969 9582
2 58640 10372
1 21169 30164
2 49277 77737
2 19774 5835
2 16554 47279
1 83610 51885
3 51961 23351
2 22041 89959
1 86233 33851
1 56244 59901
1 94384 23855
2 43165 93996
1 48713 55464
3 52836 24368
1 3642 27501
1 15296 83826
2 12603 3520
3 47056 84129
3 94131 74871
1 28123 71715
3 99583 47232
1 92907 72050
1 33092 9995
3 64513 7219
3 34140 69245
3 48128 14249
2 2000 55237
3 64385 33472
3 47100 94889
3 91460 727
3 22827 98261
3 23 34074
1 40560 45921
1 73708 96240
3 79392 3392
3 95211 11524
1 3745 4405
3 29304 76899
3 39312 62444
3 26895 82610
2 97638 42004
3 42358 25341
2 15598 22804
1 35993 31262
3 99227 56245
1 429 55341
1 99777 49002
3 70272 38868
1 40302 58993
3 19590 37700
1 73544 90620
1 13342 10725
1 78345 82333
1 56862 32005
2 6283 8440
1 37227 51688
3 62393 59333
3 81916 46117
2 13856 24174
3 83432 77317
1 86228 93791
2 17941 38880
2 11453 43410
2 62828 61320
1 90718 94628
1 14997 51756
1 18310 85849
3 80776 82887
2 77965 86849
2 59157 94180
1 9294 82613
3 83489 32483
2 10351 73095
3 86574 8015
3 88306 18569
2 71041 32725
3 59423 71986
3 31420 35933
2 84653 71315
2 27030 61695
1 4672 18875
3 29536 53698
2 18228 42951
3 11834 81535
2 2977 45467
3 67777 83931
2 54848 27734
3 60867 71412
2 62700 5303
3 47411 61008
2 42197 31958
3 96546 51886
3 41469 11359
2 57346 5535
1 56782 87387
2 10546 34482
3 69958 3509
3 17137 2249
1 11079 80438
2 53902 41068
3 33835 17737
2 68598 17333
1 59554 39891
2 37012 77307
2 39272 48273
2 99672 83144
1 93365 24632
2 32366 26624
1 98361 12880
2 47331 84692
1 15265 66789
2 62652 53977
3 81951 59835
3 34021 56723
3 34030 59724
2 83227 31538
1 71904 56067
3 6124 85914
2 14772 79241
3 47060 36100
1 30778 32808
3 91209 95853
1 22077 93773
2 79407 11138
3 82830 96667
3 30636 21252
3 39825 21946
2 91603 67305
1 66623 20113
2 69953 46594
1 17970 43526
3 9739 98988
2 62445 82132
3 31822 54649
3 87716 40579
3 55832 69117
1 40461 16448
2 1606 63119
2 69562 96745
1 95002 97355
3 23528 90025
3 62361 73635
2 98175 39367
3 88146 38661
3 67476 88224
3 10772 63809
2 25645 52012
3 78270 27299
2 6605 43425
1 82688 860
3 67243 61025
3 30162 28148
3 12774 26477
2 68979 89804
1 51949 2139
2 20427 39826
1 59569 11339
1 87737 15576
3 54972 22457
1 66559 24275
3 12603 83390
2 56687 34081
1 928 79369
3 88515 16810
2 306 25050
3 4813 32478
1 98146 50983
3 40368 79728
2 57620 38352
3 72927 84793
1 14222 74372
2 58496 72447
2 40461 5250
3 83362 42063
1 69565 33941
1 61300 72128
2 55238 18848
3 95176 62655
2 64755 68369
2 74004 13685
3 49195 9681
3 12580 41958
1 64580 18934
2 21545 67985
2 49900 34572
1 86615 71792
3 41361 61385
2 4914 71240
3 3703 18756
2 27045 19272
2 72407 66728
2 95848 19949
1 88855 60316
2 90799 10384
1 86201 68756
2 79654 66307
3 55972 68970
1 96618 70770
2 54261 35525
3 26854 41426
1 83781 18802
2 34931 88743
3 11193 36920
2 52031 54417
3 54225 92535
2 24882 54886
1 79358 64419
1 10485 34108
3 6613 71901
2 46733 9971
2 17952 6660
2 54075 67987
2 47587 99015
1 70345 48054
2 3422 86659
1 88594 33750
3 61023 56184
3 54966 1785
3 3465 73485
3 64009 17566
3 85632 54609
3 34442 98624
1 21489 4970
2 84329 41898
2 23010 18566
1 62273 78337
2 88585 72080
1 41691 9588
2 45639 10622
3 38844 17296
2 52689 95717
2 50703 9537
1 4259 48137
2 32725 15559
3 96920 99774
1 40019 23240
2 18889 93012
1 90564 59131
3 62910 46668
1 95048 9258
2 18903 8160
2 27546 71061
3 89968 42313
1 80956 96922
3 69773 94404
2 47180 97389
3 85604 42081
3 91449 82950
1 37268 65139
2 8540 10940
1 19911 67522
2 94055 56141
1 3215 67509
2 9525 90721
1 213 31176
3 19688 6591
2 65713 25862
1 82450 29611
2 95615 95673
3 99143 27237
1 27771 20130
3 52838 77221
1 95879 60947
2 84806 47234
1 76798 84551
2 59557 6322
2 52132 46984
3 66123 70151
3 14803 29221
1 1667 21312
3 85240 75673
1 25796 62409
2 2901 54201
3 18426 53107
1 91201 89811
2 3907 97204
3 58329 90621
1 16218 33866
3 38374 85450
3 94532 85993
3 88513 7644
3 57300 88961
3 715 49391
2 480 36134
3 85262 2389
3 85019 32877
2 86029 53454
3 43807 25686
2 61130 59973
2 81028 97748
2 90095 76728
3 60639 92652
1 28327 57435
3 16398 20874
3 57305 84124
3 55643 62690
3 91054 13070
3 66740 9853
1 38904 78852
1 65199 1554
3 92245 2938
2 99520 64451
3 68014 50379
1 18521 19270
1 4351 82903
3 29565 84984
1 70115 77898
1 64879 71402
1 61166 79260
1 2986 30480
3 92465 57256
1 35365 9777
1 56792 53675
1 86171 18332
3 64765 11922
1 58664 55177
1 99305 98547
3 67871 15702
1 37798 20596
2 9268 84801
1 33907 79297
1 76394 73843
2 27403 14387
1 86909 9946
3 80532 58128
3 57196 39848
1 92971 29525
2 1460 33308
3 21083 30057
3 24018 8775
1 87108 71705
3 64794 17343
2 66193 102
2 50313 98534
2 20658 40781
2 81178 48623
1 92617 54552
1 92017 14047
2 15316 78491
3 60782 15848
3 80623 72403
3 66067 54913
2 67708 3165
1 67527 28516
1 36305 29695
1 35800 74835
1 47771 93648
2 10980 79415
1 37949 64198
2 15907 61751
1 52788 48327
2 11301 44945
1 25916 59431
2 74186 28256
2 23346 6963
1 53134 74976
1 96911 4022
2 82727 41513
3 64852 90100
3 52817 7989
3 25119 99586
2 26091 86134
3 70306 58951
3 60482 15543
1 93994 33506
1 74378 49371
1 7479 82599
1 64126 22781
2 36472 71276
2 78302 21991
1 53351 87733
3 26496 10422
3 10119 8061
3 98734 1479
2 42014 87660
1 59661 68635
2 93140 32352
3 59308 33422
2 91215 47340
1 53005 33177
3 27830 72413
2 63724 40275
3 88591 36088
3 74094 67888
2 82786 91457
2 12668 79321
3 56185 95074
3 89246 28020
2 54384 78455
3 28857 88693
1 46947 37370
2 10570 33920
1 51286 22007
2 90784 40720
1 17063 21438
3 31226 7908
1 28451 49526
3 97641 73012
1 59231 72611
2 30555 6625
2 64551 73834
2 8497 70071
1 8287 18701
2 50977 15290
1 13986 46464
3 89754 39257
3 88260 92824
3 56635 7035
3 7204 20147
3 52813 10624
2 40638 44456
3 17893 81381
1 86207 62647
2 74779 32908
3 99665 22267
1 72206 71015
2 15487 9364
3 52664 70925
3 79746 9020
3 95325 24481
2 11403 5232
2 88253 46828
2 19138 86970
3 46608 49210
1 90049 53517
1 47680 7637
2 51679 83145
3 5945 86407
2 87107 70516
3 70871 62618
2 858 93211
2 48982 91866
2 53296 44916
3 68361 32524
2 60017 35720
1 27701 74774
3 72027 91527
2 70280 22651
3 83470 45259
2 56513 58235
1 79887 20951
1 64563 78528
3 9561 52703
3 50459 22446
2 33159 14826
1 80213 31190
1 15741 6725
1 45445 2477
2 16379 48453
2 18448 63460
2 74280 33266
1 34301 74095
2 75004 5809
3 33525 40796
1 77250 63506
2 8071 7663
2 39517 2413
3 13348 28960
1 6355 3065
2 25669 81526
2 47954 92424
3 48037 89858
2 48344 47807
2 19856 19212
2 44393 85267
2 87908 70951
2 86281 16422
3 2738 63621
3 19484 2320
3 31785 23961
3 16201 7545
2 5546 98609
2 57534 45935
1 89423 7356
3 31752 5104
2 47178 43878
2 89186 11494
2 91513 34282
2 46170 94996
2 22674 55439
1 43834 10726
2 95158 733
1 24531 23372
2 96894 70482
1 86979 46243
3 88619 7000
2 46714 87346
1 22086 41205
3 72295 42830
3 22537 61979
3 15846 88517
2 75855 3676
2 86122 10125
3 60595 12653
2 8073 66777
1 96691 17740
1 10505 52998
1 31260 2751
3 51904 47746
1 39567 25924
2 62803 76983
2 92300 92382
1 34148 44406
1 41754 97185
2 31294 83131
3 8386 38723
3 792 26368
2 16347 12194
1 2553 44795
1 54553 91123
2 71176 60476
2 84845 21611
1 98107 4065
3 64165 43806
1 12308 3967
2 96679 13277
2 27235 41300
3 37296 36826
2 21199 44476
1 63799 42603
3 79731 48419
3 94934 13328
2 87480 873
2 21744 92089
3 50772 59335
1 98137 66504
3 16054 95268
3 15668 31785
2 82879 13351
1 36344 31470
3 53572 18542
2 27476 18777
3 8355 69945
2 84056 35333
3 86569 53334
1 60806 84429
1 75853 55938
2 70159 58712
2 72970 24875
3 13836 54865
1 64971 37387
2 23436 10334
1 2934 6967
3 93538 19947
2 87065 72842
3 45280 30908
1 33515 24593
1 71208 42734
3 48063 72276
3 93939 13580
3 88581 82967
3 35220 69133
2 55414 30340
3 2845 40626
2 1369 39576
3 35970 39250
2 61343 18998
1 24282 43163
3 42630 28519
3 55974 76001
3 58533 75601
3 60403 87064
1 63143 55712
3 33989 72973
3 32454 42037
2 67448 14241
2 77135 2004
2 64281 95917
2 54081 57716
3 87681 61697
1 58096 70854
3 98982 32124
2 34290 77859
3 47117 36532
3 28135 15004
3 26854 85606
3 43733 54301
3 30271 13458
2 54657 17651
3 92528 4231
1 2637 89525
1 16981 60455
1 21007 15939
1 87325 63519
2 15188 2430
1 17319 63649
3 44340 50622
1 50241 92234
1 61013 46007
1 67898 36929
3 58428 58952
1 84921 77269
3 63556 70403
1 79822 28444
3 30351 89346
1 75992 40619
3 29233 83041
1 16141 2312
3 3154 93409
3 4027 97846
1 84391 20437
2 48275 99746
3 8206 48634
2 1159 58955
2 81366 66100
1 86253 86983
1 28317 76440
2 27034 2147
3 87480 59778
1 50311 74458
2 29970 37200
2 77472 41115
3 92821 10978
3 98460 8452
2 66290 54363
3 47198 67332
1 75292 66286
1 99692 64370
1 90768 55388
1 46961 48169
1 1774 38909
3 42780 82701
3 2430 9035
2 69350 39179
3 41437 87215
3 87426 92113
1 75292 59448
2 99672 57393
3 47505 53160
1 31541 38561
2 77095 34831
2 10495 6739
1 9997 55856
1 49459 84577
1 45041 44351
1 47462 30613
2 90965 26313
1 32419 77659
1 3156 64420
1 92823 52068
2 95073 98673
2 49080 42337
1 20184 520
2 56822 42218
3 73642 75047
1 32924 75564
2 22636 63875
1 15869 4512
1 53218 99007
1 29791 87654
3 61329 80572
1 62383 79918
1 14956 88956
1 47776 24518
1 62299 11363
3 48821 42593
2 62338 51162
1 30175 286
2 68689 99194
2 17746 77369
1 91048 39999
2 77751 50480
1 50533 75417
1 24784 54032
2 8003 89230
1 69036 36403
2 4358 79354
2 24552 62563
1 58290 65345
2 17896 80702
3 66312 51727
3 39529 84301
2 77378 58745
2 9382 93199
1 16243 28298
2 36890 61505
1 59601 95418
3 15902 56761
2 92717 7301
3 53088 87011
3 61578 70663
3 14859 78952
3 4075 14025
1 28170 97609
1 93511 37702
2 29763 75516
1 14021 86110
3 29116 4527
3 44393 92577
2 38458 32703
3 52327 33345
2 83476 24812
3 35252 29300
1 29453 25800
1 27250 6413
2 40834 21923
3 90032 61581
2 87285 85579
1 99492 85186
2 93568 62360
2 83262 54527
3 98950 64002
2 72731 67151
2 5996 59032
1 1676 73649
1 25398 33123
3 1159 44489
3 77487 43458
2 30382 57205
1 92600 39978
2 44544 71481
2 13879 62463
3 47078 71610
1 7057 31112
2 57711 13832
3 78633 79676
3 16541 45292
1 19882 15814
3 21136 49781
2 29139 76650
2 64631 62344
1 94509 69062
1 97247 39834
1 60811 90302
3 98053 14162
3 77248 49156
3 89465 32076
1 13567 19891
3 57833 35052
3 92285 90200
1 75573 76719
2 3623 5820
2 59510 52382
3 17134 46978
3 43112 77036
3 76233 81101
3 4331 78336
3 76241 65957
3 66116 58191
3 34253 21175
1 58333 2498
3 7298 73023
3 97050 97534
1 38398 67120
1 32584 52664
3 17623 10706
3 26668 57557
2 18765 98916
1 48765 76956
2 35801 14537
2 38780 93729
1 45085 67568
2 45473 65458
2 50213 96724
2 33221 19331
3 90288 93781
1 14231 48614
2 50063 2071
2 97675 147
1 70406 30322
1 85573 96630
1 54363 35896
2 77793 85169
2 64815 24607
2 44631 83450
1 60751 50311
3 7548 70808
2 39817 96028
1 6610 2245
3 94987 70229
1 4431 80474
3 37333 65690
3 10129 70579
2 73054 68758
1 73998 54850
1 91397 53126
2 4757 69820
1 83314 54539
3 2439 68338
3 17098 21112
1 92851 45566
1 15448 62032
2 14663 43246
2 73545 18247
2 97076 99467
2 40262 46467
2 8088 26000
3 7512 18477
